TEAMNAMES,SeriesNumber,Filename,Name,Description,Gender,Attributes,UUID,hash
TEAM RULER,353,kunle-the-alienguy,kunle the alienguy,Kunle is special and easily get noticed even in the midst of crowd.,Male,hair:green punk;eyes:green;teeth:none;clothing:purple agbada;accessories:purple beads;expression:unbothered;strength:very energetic;weaknes:eaaily give in,dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100,cc2281f188e4ef18351fa447d618a1fd9e9b812a9d6bfba4f9d6b2e7252b48a4
TEAM RULER,354,segun-the-sharp,segun the sharp,Segun drives with caution and people love him for that.,Male,hair:green punk;eyes:black;teeth:none;clothing:orange buba;accessories:nose mask;expression:bitchy;strength:team player;weaknes:none,f9159a9c-f48d-4aee-bcc1-63c86209f806,af1f9350a588a2223cdc99a1284ac0af68d9b111ed1a73bf8499d0a8dd8a7c65
TEAM RULER,354,segun-the-sharp,segun the sharp,Segun drives with caution and people love him for that.,Male,hair:green punk;eyes:black;teeth:none;clothing:orange buba;accessories:nose mask;expression:bitchy;strength:team player;weaknes:none,f9159a9c-f48d-4aee-bcc1-63c86209f806,af1f9350a588a2223cdc99a1284ac0af68d9b111ed1a73bf8499d0a8dd8a7c65
TEAM RULER,355,ola-the-hardguy,ola the hardguy,Ola may be feared but he is such a coolheaded champ.,Male,hair:none;eyes:closed eyes;teeth:none;clothing:purple buba;accessories:none;expression:sick;strength:quick recovery power;weaknes:get ill frequently,a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0,7b002c54c60959ef9757380d406e6e2ad667369311e4e003998fc807647429d6
TEAM RULER,355,ola-the-hardguy,ola the hardguy,Ola may be feared but he is such a coolheaded champ.,Male,hair:none;eyes:closed eyes;teeth:none;clothing:purple buba;accessories:none;expression:sick;strength:quick recovery power;weaknes:get ill frequently,a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0,7b002c54c60959ef9757380d406e6e2ad667369311e4e003998fc807647429d6
TEAM RULER,356,emeka-the-chief,emeka the chief,Crowd are always at Emeka's house because of his selflessness.,Male,hair:none;eyes:closed eyes;teeth:none;clothing:pakaja attire;accessories:none;expression:bossing;strength:easily comman respect;weaknes:not a ladies man,195e89c8-0b6f-43ad-9a2c-d20f03439e96,ca548d89bb82aa0d35bfb448dafa5234b616d3874fd6fa02fe9e9418034dc810
TEAM RULER,356,emeka-the-chief,emeka the chief,Crowd are always at Emeka's house because of his selflessness.,Male,hair:none;eyes:closed eyes;teeth:none;clothing:pakaja attire;accessories:none;expression:bossing;strength:easily comman respect;weaknes:not a ladies man,195e89c8-0b6f-43ad-9a2c-d20f03439e96,ca548d89bb82aa0d35bfb448dafa5234b616d3874fd6fa02fe9e9418034dc810
TEAM RULER,357,ugochukwu-the-celeb,ugochukwu the celeb,Ugochukwu is an online celebrity with many followers on social media.,Male,hair:white blode;eyes:closed eyes;teeth:closed teeth;clothing:black gown;accessories:gold shades;expression:bitchy;strength:enterprising;weaknes:too emotional,74775cda-cff4-4d21-8819-693127598eca,d478af3ae65cf780ddc7a8c98c7fec7fd1308b24fdc097085428eec1dfc2a45c
TEAM RULER,357,ugochukwu-the-celeb,ugochukwu the celeb,Ugochukwu is an online celebrity with many followers on social media.,Male,hair:white blode;eyes:closed eyes;teeth:closed teeth;clothing:black gown;accessories:gold shades;expression:bitchy;strength:enterprising;weaknes:too emotional,74775cda-cff4-4d21-8819-693127598eca,d478af3ae65cf780ddc7a8c98c7fec7fd1308b24fdc097085428eec1dfc2a45c
TEAM RULER,358,adekunle-the-yorubademon,adekunle the yoruba demon,He might be every woman's man but faithful and loyal to one.,Male,hair:gobi cap;eyes:closed eyes;teeth:closed teeth;clothing:ghana dansiki;accessories:gold shades;expression:owanbe mood;strength:from a walthy home;weaknes:disrespectful,5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7,5c1eb93e166eb40a81388504859348f46d9e555ab1aa7df64c2e50d9d2609b6d
TEAM RULER,358,adekunle-the-yorubademon,adekunle the yoruba demon,He might be every woman's man but faithful and loyal to one.,Male,hair:gobi cap;eyes:closed eyes;teeth:closed teeth;clothing:ghana dansiki;accessories:gold shades;expression:owanbe mood;strength:from a walthy home;weaknes:disrespectful,5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7,5c1eb93e166eb40a81388504859348f46d9e555ab1aa7df64c2e50d9d2609b6d
TEAM RULER,359,favour-the-fashionista,favour the fashionista,Combining dresses is not a problem for Favour.,Female,hair:black ghana weaving;eyes:cat eyes;teeth:none;clothing:senegalese blowse;accessories:gold shades;expression:party rider;strength:smart;weaknes:lazy,19fc15c3-80fe-4d45-a2fe-be8f087d57c4,95eeea2e14f806c31acd5890a505cd93f063c5b0b689146da8dfcd16d8c3a13a
TEAM RULER,359,favour-the-fashionista,favour the fashionista,Combining dresses is not a problem for Favour.,Female,hair:black ghana weaving;eyes:cat eyes;teeth:none;clothing:senegalese blowse;accessories:gold shades;expression:party rider;strength:smart;weaknes:lazy,19fc15c3-80fe-4d45-a2fe-be8f087d57c4,95eeea2e14f806c31acd5890a505cd93f063c5b0b689146da8dfcd16d8c3a13a
TEAM RULER,360,jane-the-slayqueen,jane the slayqueen,Jane is always found in the midst of men and loves partying.,Female,hair:long grey braids;eyes:closed;teeth:black lips;clothing:black short gown;accessories:gold shades;expression:happy;strength:very intelligent;weaknes:have mood swings easily,74775cda-cff4-4d21-8819-693127598eca,3e7661cd7a26be5c52ad1e366bf23552cec77a942c6b2a0901933e748a75424c
TEAM RULER,360,jane-the-slayqueen,jane the slayqueen,Jane is always found in the midst of men and loves partying.,Female,hair:long grey braids;eyes:closed;teeth:black lips;clothing:black short gown;accessories:gold shades;expression:happy;strength:very intelligent;weaknes:have mood swings easily,74775cda-cff4-4d21-8819-693127598eca,3e7661cd7a26be5c52ad1e366bf23552cec77a942c6b2a0901933e748a75424c
TEAM VBELT,361,osas-the-ceo,osas the ceo,Meet Osas; a Gen-Z CEO with the British accent.,Female,hair:purple dreadlocks;eyes:none;teeth:none;clothing:danshiki;accessories:gold glasses;expression:none;strength:none;weakness:none,b10f7e42-4778-49db-820b-dabbad75504a,d17df8f2346dcca1352c38572c6be022a5f9c8ca25b378340f9a4b1743f0beb0
TEAM VBELT,361,osas-the-ceo,osas the ceo,Meet Osas; a Gen-Z CEO with the British accent.,Female,hair:purple dreadlocks;eyes:none;teeth:none;clothing:danshiki;accessories:gold glasses;expression:none;strength:none;weakness:none,b10f7e42-4778-49db-820b-dabbad75504a,d17df8f2346dcca1352c38572c6be022a5f9c8ca25b378340f9a4b1743f0beb0
TEAM VBELT,362,nneka-the-rainbow babe,nneka the rainbow babe,Nneka; the happy rainbow babe with the vibes.,Female,hair:pink;eyes:none;teeth:none;clothing:blue and black bichrome;accessories:gold glasses;expression:none;strength:none;weakness:none,e7e20ab8-03e0-4e0a-80aa-6e193f84426e,0dd0055976e110d49b45fc1e78ff2cac0d1bff868c899478f57ad9e3eb3be99c
TEAM VBELT,362,nneka-the-rainbow babe,nneka the rainbow babe,Nneka; the happy rainbow babe with the vibes.,Female,hair:pink;eyes:none;teeth:none;clothing:blue and black bichrome;accessories:gold glasses;expression:none;strength:none;weakness:none,e7e20ab8-03e0-4e0a-80aa-6e193f84426e,0dd0055976e110d49b45fc1e78ff2cac0d1bff868c899478f57ad9e3eb3be99c
TEAM VBELT,363,temitope-the-spoilt girl,temitope the spoilt girl,Temitope; our favourite daddy's girl.,Female,hair:none;eyes:none;teeth:vampire teeth;clothing:right one-shoulder wax print;accessories:gold glasses;expression:none;strength:none;weakness:none,10cbcbcb-754e-4175-b85d-d0c7eafa16a2,6488eb338ab3b4d745ee6268db5eaa98b57ff0441e0658f2431b890c448fac1d
TEAM VBELT,363,temitope-the-spoilt girl,temitope the spoilt girl,Temitope; our favourite daddy's girl.,Female,hair:none;eyes:none;teeth:vampire teeth;clothing:right one-shoulder wax print;accessories:gold glasses;expression:none;strength:none;weakness:none,10cbcbcb-754e-4175-b85d-d0c7eafa16a2,6488eb338ab3b4d745ee6268db5eaa98b57ff0441e0658f2431b890c448fac1d
TEAM VBELT,364,bekeh-the-party animal,bekeh the party animal,Baby Bekeh is life of the party that goes home with your charger.,Female,hair:dark brown;eyes:none;teeth:none;clothing:left one-shoulder wax print;accessories:gold glasses;expression:none;strength:none;weakness:none,f0558235-3043-46e5-b26c-5bde83cc67fb,c6f9d563116f60803681abe2046412cde5d278a8d1857b50a3806c6ccbe89689
TEAM VBELT,364,bekeh-the-party animal,bekeh the party animal,Baby Bekeh is life of the party that goes home with your charger.,Female,hair:dark brown;eyes:none;teeth:none;clothing:left one-shoulder wax print;accessories:gold glasses;expression:none;strength:none;weakness:none,f0558235-3043-46e5-b26c-5bde83cc67fb,c6f9d563116f60803681abe2046412cde5d278a8d1857b50a3806c6ccbe89689
TEAM VBELT,365,nana-the-tech lady,nana the tech lady,Nana; the tech madam that doubles as Kumasi Adele in her bathroom every morning.,Female,hair:black;eyes:none;teeth:none;clothing:print kente;accessories:gold glasses;expression:none;strength:none;weakness:none,e0858913-7050-4c4a-a2a0-442a88463334,5e448ddbe440a8fb9f4afa8aa8a38638c216a0e2c50458c40fbc137d5467a722
TEAM VBELT,365,nana-the-tech lady,nana the tech lady,Nana; the tech madam that doubles as Kumasi Adele in her bathroom every morning.,Female,hair:black;eyes:none;teeth:none;clothing:print kente;accessories:gold glasses;expression:none;strength:none;weakness:none,e0858913-7050-4c4a-a2a0-442a88463334,5e448ddbe440a8fb9f4afa8aa8a38638c216a0e2c50458c40fbc137d5467a722
TEAM VBELT,366,rofiat-the-marketer,rofiat the marketer,Rofiat; the distressed marketing intern.,Female,hair:purple dreadlocks;eyes:brown;teeth:none;clothing:danshiki;accessories:none;expression:none;strength:none;weakness:none,1e4d9bda-f6f9-4e7a-9381-bee4b074b56d,34fc61305334a32460f8160442b352670b67fc6cbac9fef615b381fba206ca78
TEAM VBELT,366,rofiat-the-marketer,rofiat the marketer,Rofiat; the distressed marketing intern.,Female,hair:purple dreadlocks;eyes:brown;teeth:none;clothing:danshiki;accessories:none;expression:none;strength:none;weakness:none,1e4d9bda-f6f9-4e7a-9381-bee4b074b56d,34fc61305334a32460f8160442b352670b67fc6cbac9fef615b381fba206ca78
TEAM VBELT,367,zarifa-the-righteous,zarifa the righteous,Meet Zarifa; a proper baddie for Christ.,Female,hair:pink;eyes:blue;teeth:none;clothing:v-neck original kente;accessories:none;expression:none;strength:none;weakness:none,c6955d16-c343-46bc-9bed-c069ea8cc65a,673586b8fd2907b88c3ddf419477f70e3b23a2d02cdd34e27137803244159b72
TEAM VBELT,367,zarifa-the-righteous,zarifa the righteous,Meet Zarifa; a proper baddie for Christ.,Female,hair:pink;eyes:blue;teeth:none;clothing:v-neck original kente;accessories:none;expression:none;strength:none;weakness:none,c6955d16-c343-46bc-9bed-c069ea8cc65a,673586b8fd2907b88c3ddf419477f70e3b23a2d02cdd34e27137803244159b72
TEAM VBELT,368,modinat-the-troublesome,modinat the troublesome,Modinat; The queen of gbas gbos.,Female,hair:long maroon hair;eye:none;teeth:vampire teeth;clothing:right one-shoulder wax print;accessories:brown glasses;expression:none;strength:none;weakness:none,49eb44e8-1117-463b-b7b3-1bcea4258362,fb2598d2d4e7a2972e9c65b864b86e7924382212900fee0f25645bc17983788a
TEAM VBELT,368,modinat-the-troublesome,modinat the troublesome,Modinat; The queen of gbas gbos.,Female,hair:long maroon hair;eye:none;teeth:vampire teeth;clothing:right one-shoulder wax print;accessories:brown glasses;expression:none;strength:none;weakness:none,49eb44e8-1117-463b-b7b3-1bcea4258362,fb2598d2d4e7a2972e9c65b864b86e7924382212900fee0f25645bc17983788a
TEAM VBELT,369,amaka-our-mummy-g.o,amaka our mummy g.o,Here's Amaka; our one and only mummy G.O who's been to hell and back.,Female,hair:dark brown;eyes:blue;teeth:none;clothing:blue v-neck wax print;accessories:none;expression:none;strength:none;weakness:none,853edc40-0f9d-40c5-ba78-46067dfd7f68,157a3c0bf641228950184fbb434c4bda6c47ffda920aff38a934e44bd2e8af67
TEAM VBELT,369,amaka-our-mummy-g.o,amaka our mummy g.o,Here's Amaka; our one and only mummy G.O who's been to hell and back.,Female,hair:dark brown;eyes:blue;teeth:none;clothing:blue v-neck wax print;accessories:none;expression:none;strength:none;weakness:none,853edc40-0f9d-40c5-ba78-46067dfd7f68,157a3c0bf641228950184fbb434c4bda6c47ffda920aff38a934e44bd2e8af67
TEAM VBELT,370,mawusi-the-patient,mawusi the patient,Meet Mawusi; the sweet sister waiting for her Canadian bobo.,Female,hair:black;eyes:blue;teeth:none;clothing:print kente;accessories:beret;expression:none;strength:none;weakness:none,ca9ddc30-141a-493d-851b-71d34f599641,6bbb6402bab7e4b90e2365e0ba723f9313851d3876ed556b73876e628c687b58
TEAM VBELT,370,mawusi-the-patient,mawusi the patient,Meet Mawusi; the sweet sister waiting for her Canadian bobo.,Female,hair:black;eyes:blue;teeth:none;clothing:print kente;accessories:beret;expression:none;strength:none;weakness:none,ca9ddc30-141a-493d-851b-71d34f599641,6bbb6402bab7e4b90e2365e0ba723f9313851d3876ed556b73876e628c687b58
TEAM VBELT,371,nesta-the-difficult,nesta the difficult,Meet Nesta;the National Chairlady; (SAN)Shege Administrators of Nigeria.,Female,hair:double puffy hair;eyes:brown;teeth:none;clothing:bow neck wax print;accessories:hair bands;expression:none;strength:none;weakness:none,fc3b7ca7-efdb-45b2-b7c9-e69107484a43,d6270d8c488df5c15c9fda238a08e2e4eb160a71f7f2690f1d0e459bbb149f41
TEAM VBELT,371,nesta-the-difficult,nesta the difficult,Meet Nesta;the National Chairlady; (SAN)Shege Administrators of Nigeria.,Female,hair:double puffy hair;eyes:brown;teeth:none;clothing:bow neck wax print;accessories:hair bands;expression:none;strength:none;weakness:none,fc3b7ca7-efdb-45b2-b7c9-e69107484a43,d6270d8c488df5c15c9fda238a08e2e4eb160a71f7f2690f1d0e459bbb149f41
TEAM VBELT,372,adaora-the-choir mistress,adaora the choir mistress,Adaora; a lovely choir mistress who loves her boyfriend.,Female,hair:black;eyes:brown;teeth:none;clothing:none;accessories:choker necklace;expression:none;strength:none;weakness:none,df944505-da1a-424e-88aa-b9d365bd2775,9105001588bec95d897c8543e703f04c49865ac0acf833b22558dd22e125394c
TEAM VBELT,372,adaora-the-choir mistress,adaora the choir mistress,Adaora; a lovely choir mistress who loves her boyfriend.,Female,hair:black;eyes:brown;teeth:none;clothing:none;accessories:choker necklace;expression:none;strength:none;weakness:none,df944505-da1a-424e-88aa-b9d365bd2775,9105001588bec95d897c8543e703f04c49865ac0acf833b22558dd22e125394c
TEAM VBELT,373,busayo-the-husband snatcher,busayo the husband snatcher,Miss Busayo; loves being around her husband.,Female,hair:brown;eyes:brown;teeth:none;clothing:none;accessories:none;expression:none;strength:none;weakness:none,73c8d935-4a71-41d2-a1de-066ae8d548e6,2c2a4de63f4c495d1ee8ce9def453ce5d3ea07374fa1210e61f74ec03f192e2f
TEAM VBELT,373,busayo-the-husband snatcher,busayo the husband snatcher,Miss Busayo; loves being around her husband.,Female,hair:brown;eyes:brown;teeth:none;clothing:none;accessories:none;expression:none;strength:none;weakness:none,73c8d935-4a71-41d2-a1de-066ae8d548e6,2c2a4de63f4c495d1ee8ce9def453ce5d3ea07374fa1210e61f74ec03f192e2f
TEAM VBELT,374,wangari-the-waitress,wangari the waitress,Wangari; the aspiring musician that doubles as a waitress.,Female,hair:purple dreadlocks;eyes:brown eyes;teeth:none;clothing:none;accessories:purple earrings;expression:none;strength:none;weakness:none,4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c,6566b830bc30fb8e1fa856c75d7c8de4016f46fc8ecb249bc511e5cc63795b34
TEAM VBELT,374,wangari-the-waitress,wangari the waitress,Wangari; the aspiring musician that doubles as a waitress.,Female,hair:purple dreadlocks;eyes:brown eyes;teeth:none;clothing:none;accessories:purple earrings;expression:none;strength:none;weakness:none,4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c,6566b830bc30fb8e1fa856c75d7c8de4016f46fc8ecb249bc511e5cc63795b34
TEAM VBELT,375,charlene-the-shy lady,charlene the shy lady,Meet Charlene; the shy sweetheart next door.,Female,hair:brown afro;eyes:brown;teeth:none;clothing:black dress;accessories:none;expression:none;strength:none;weakness:none,36539b84-ada0-43cb-92d4-30596e07a39a,aa6a1558376d1aa40f6b3c97b8eb8da6d0048f9fe32d4e6a5f197365c3bee947
TEAM VBELT,375,charlene-the-shy lady,charlene the shy lady,Meet Charlene; the shy sweetheart next door.,Female,hair:brown afro;eyes:brown;teeth:none;clothing:black dress;accessories:none;expression:none;strength:none;weakness:none,36539b84-ada0-43cb-92d4-30596e07a39a,aa6a1558376d1aa40f6b3c97b8eb8da6d0048f9fe32d4e6a5f197365c3bee947
TEAM VBELT,376,addae-the-unretired,addae the unretired,Mummy Addae; the hot grandma that has refused to retire.,Female,hair:brown;eyes:brown;teeth:none;clothing:danshiki;accessories:choker necklace;expression:none;strength:none;weakness:none,ced7b53c-73de-4fc7-a652-2b17ebfe68c9,d01953a0c55bffbea56939aec3a202dc678e0c838d3c31a45bba64a3c57c7c5c
TEAM VBELT,376,addae-the-unretired,addae the unretired,Mummy Addae; the hot grandma that has refused to retire.,Female,hair:brown;eyes:brown;teeth:none;clothing:danshiki;accessories:choker necklace;expression:none;strength:none;weakness:none,ced7b53c-73de-4fc7-a652-2b17ebfe68c9,d01953a0c55bffbea56939aec3a202dc678e0c838d3c31a45bba64a3c57c7c5c
TEAM VBELT,377,abena-the-slay queen,abena the slay queen,Abena; the gang's slay queen.,Female,hair:long brown braids;eyes:squinting;teeth:none;clothing:v-neck original kente;accessories:none;expression:none;strength:none;weakness:none,1e4728e1-3e45-4972-9755-4a38e784ff91,24219df76ab37afd2297b787445f269da7b721b485435da95d1671834a7d2d62
TEAM VBELT,377,abena-the-slay queen,abena the slay queen,Abena; the gang's slay queen.,Female,hair:long brown braids;eyes:squinting;teeth:none;clothing:v-neck original kente;accessories:none;expression:none;strength:none;weakness:none,1e4728e1-3e45-4972-9755-4a38e784ff91,24219df76ab37afd2297b787445f269da7b721b485435da95d1671834a7d2d62
TEAM VBELT,378,gasira-the-violence mama,gasira the violence mama,Sister Gasira; wipes people Oraimo cord for a living.,Female,hair:brown bun;eyes:none;teeth:vampire teeth;clothing:right one-shoulder wax print;accessories:none;expression:none;strength:none;weakness:none,ea72337f-658f-4198-9ad6-39bc6212c20d,83bd43c0a9828a2ef9f90749f613248ef28348e20d56071c2634710354486fb9
TEAM VBELT,378,gasira-the-violence mama,gasira the violence mama,Sister Gasira; wipes people Oraimo cord for a living.,Female,hair:brown bun;eyes:none;teeth:vampire teeth;clothing:right one-shoulder wax print;accessories:none;expression:none;strength:none;weakness:none,ea72337f-658f-4198-9ad6-39bc6212c20d,83bd43c0a9828a2ef9f90749f613248ef28348e20d56071c2634710354486fb9
TEAM VBELT,379,salamatou-the-exchange student,salamatou the exchange student,Salamatou; an Ivorian exchange student who's in love with amala.,Female,hair:black;eyes:squinted;teeth:none;cothing:none;accessories:beret;expression:none;strength:none;weakness:none,0e216fd1-d96a-4e3c-a59b-c807f772c5b3,1f089e093b11e4bcb08a8a9769c676a97407f1243116a019fd6497a0cdbbd86d
TEAM VBELT,379,salamatou-the-exchange student,salamatou the exchange student,Salamatou; an Ivorian exchange student who's in love with amala.,Female,hair:black;eyes:squinted;teeth:none;cothing:none;accessories:beret;expression:none;strength:none;weakness:none,0e216fd1-d96a-4e3c-a59b-c807f772c5b3,1f089e093b11e4bcb08a8a9769c676a97407f1243116a019fd6497a0cdbbd86d
TEAM VBELT,380,nguyen-the-foreigner,nguyen the foreigner,Meet Nguyen; the Asian aunt that's addicted to waakaye.,Female,hair:dark brown;eyes:squinted;teeth:none;clothing:print kente;accessories:none;expression:none;strength:none;weakness:none,0381301b-b5a3-42c1-9f73-2c43c0b8493f,d598d67e57a68c3dadc234230239968433c6b7fd809e325b0fe013c34aba1356
TEAM VBELT,380,nguyen-the-foreigner,nguyen the foreigner,Meet Nguyen; the Asian aunt that's addicted to waakaye.,Female,hair:dark brown;eyes:squinted;teeth:none;clothing:print kente;accessories:none;expression:none;strength:none;weakness:none,0381301b-b5a3-42c1-9f73-2c43c0b8493f,d598d67e57a68c3dadc234230239968433c6b7fd809e325b0fe013c34aba1356
TEAM AXE,381,baba-ijebu-the-gambler,baba ijebu the gambler,Baba Ijebu likes to spend all his money playing ayo; he plays till the moon is high.,Male,hair:none;eyes:sky blue;teeth:none;clothing:none;accessories:facemask;expression:none;strength:creation god;weakness:love,26340cc4-e334-494e-a737-f2b4bb9bb22e,433eb2fa050c50e74921e945c72e228a88f8d2bda073862a5ac76b89166d1140
TEAM AXE,381,baba-ijebu-the-gambler,baba ijebu the gambler,Baba Ijebu likes to spend all his money playing ayo; he plays till the moon is high.,Male,hair:none;eyes:sky blue;teeth:none;clothing:none;accessories:facemask;expression:none;strength:creation god;weakness:love,26340cc4-e334-494e-a737-f2b4bb9bb22e,433eb2fa050c50e74921e945c72e228a88f8d2bda073862a5ac76b89166d1140
TEAM AXE,382,amadi-the-palmwine-tapper,amadi the palmwine tapper,Amadi sells his palmwine at the village square.,Male,hair:bald;eyes:shut;teeth:none;clothing:none;accessories:facemask;expression:none;strength:thunder bolt;weakness:palmoil,a0586a93-7aff-43cc-8282-d081b8d6fe90,2c67afe890cd06c8db49d340f584cdb0fe2e191f0394b7bfa8e826d79970eafd
TEAM AXE,382,amadi-the-palmwine-tapper,amadi the palmwine tapper,Amadi sells his palmwine at the village square.,Male,hair:bald;eyes:shut;teeth:none;clothing:none;accessories:facemask;expression:none;strength:thunder bolt;weakness:palmoil,a0586a93-7aff-43cc-8282-d081b8d6fe90,2c67afe890cd06c8db49d340f584cdb0fe2e191f0394b7bfa8e826d79970eafd
TEAM AXE,383,saro-the-betrayer,saro the betrayer,Saro is mean; wicked and serves breakfast on a weekly basis.,Male,hair:shiny bald;eyes:none;teeth:none;clothing:asooke;accessories:none;expression:cunning;strength:thunder clap;weakness:mice,15e1775c-74fe-4a0b-b79c-49f6b730fa89,93711679d084fabbaada5ab98a0a2f25b949d88c8143edf558a2442d5e515823
TEAM AXE,383,saro-the-betrayer,saro the betrayer,Saro is mean; wicked and serves breakfast on a weekly basis.,Male,hair:shiny bald;eyes:none;teeth:none;clothing:asooke;accessories:none;expression:cunning;strength:thunder clap;weakness:mice,15e1775c-74fe-4a0b-b79c-49f6b730fa89,93711679d084fabbaada5ab98a0a2f25b949d88c8143edf558a2442d5e515823
TEAM AXE,384,tope-the-baller,tope the baller,Tope is an alte fashion king in Lagos who spends most of his nights at the club.,Male,hair:shiny bald;eyes:aquamarine;teeth:none;clothing:none;accessories:none;expression:childlike;strength:healing;weakness:fire,311a6713-66c9-43ce-82d8-e3ce03a87a81,fb9ec67d60e8b7cfa1cb8c03370612fe67315957936d2c29d5daea3af11b7482
TEAM AXE,384,tope-the-baller,tope the baller,Tope is an alte fashion king in Lagos who spends most of his nights at the club.,Male,hair:shiny bald;eyes:aquamarine;teeth:none;clothing:none;accessories:none;expression:childlike;strength:healing;weakness:fire,311a6713-66c9-43ce-82d8-e3ce03a87a81,fb9ec67d60e8b7cfa1cb8c03370612fe67315957936d2c29d5daea3af11b7482
TEAM AXE,385,kwame-the-maths-teacher,kwame the maths teacher,Kwame teaches maths and is well known for punishing students.,Male,hair:none;eyes:squinted;teeth:none;clothing:yellow danshiki with patterns;accessories:none;expression:none;strength:none;weakness:none,9c34a73f-33ee-4577-aba8-0982c1656ba7,27827ddc5e83d558488eb7d803672cc08edbbe7c9e1d4cf4197f4739a8ed389a
TEAM AXE,385,kwame-the-maths-teacher,kwame the maths teacher,Kwame teaches maths and is well known for punishing students.,Male,hair:none;eyes:squinted;teeth:none;clothing:yellow danshiki with patterns;accessories:none;expression:none;strength:none;weakness:none,9c34a73f-33ee-4577-aba8-0982c1656ba7,27827ddc5e83d558488eb7d803672cc08edbbe7c9e1d4cf4197f4739a8ed389a
TEAM AXE,386,jagaban-of-afrobeats,jagaban of afrobeats,Jagaban is a party mover who wows the crowd with his theatrics.,Male,hair:none;eyes:sleepy;teeth:none;clothing:black danshiki with patterns;accessories:facemask;expression:none;strength:illusions;weakness:mirrors,784f0f6b-4273-4a31-88d7-2455b96c9011,5707b97d436b3775da1529ea59635b01a8fc9e7f8af6ae678a3e345a0587e550
TEAM AXE,386,jagaban-of-afrobeats,jagaban of afrobeats,Jagaban is a party mover who wows the crowd with his theatrics.,Male,hair:none;eyes:sleepy;teeth:none;clothing:black danshiki with patterns;accessories:facemask;expression:none;strength:illusions;weakness:mirrors,784f0f6b-4273-4a31-88d7-2455b96c9011,5707b97d436b3775da1529ea59635b01a8fc9e7f8af6ae678a3e345a0587e550
TEAM AXE,387,nyame-the-traveller,nyame the traveller,Nyame and adventure loving traveller who loves to explore the African continent.,Male,hair:bald;eyes:black;teeth:none;expression:none;clothing:yellow patterned danshiki with black lining;accessories:facemask;strength:heatblast;weakness:cattles,f3af0bbd-0724-4696-89ff-ed67f63e6b4f,0ae90ee73904c20129e00da5fa8df8c0dec2372a2069bc70fb2364213371538c
TEAM AXE,387,nyame-the-traveller,nyame the traveller,Nyame and adventure loving traveller who loves to explore the African continent.,Male,hair:bald;eyes:black;teeth:none;expression:none;clothing:yellow patterned danshiki with black lining;accessories:facemask;strength:heatblast;weakness:cattles,f3af0bbd-0724-4696-89ff-ed67f63e6b4f,0ae90ee73904c20129e00da5fa8df8c0dec2372a2069bc70fb2364213371538c
TEAM AXE,388,adewale-the-gardner,adewale the gardner,Adewale is a hardworking and resourceful lover of plants.,Male,hair:none;eyes:pitch black;teeth:none;clothing:yellowish blue native;accessories:none;expression:mysterious;strength:oro ase;weakness:none,c447c120-830e-4543-9cb3-5917ba36bce8,721f4ab7aec35989538bc5dfd186162f236ceda5300f42db99edfff9b34c0574
TEAM AXE,388,adewale-the-gardner,adewale the gardner,Adewale is a hardworking and resourceful lover of plants.,Male,hair:none;eyes:pitch black;teeth:none;clothing:yellowish blue native;accessories:none;expression:mysterious;strength:oro ase;weakness:none,c447c120-830e-4543-9cb3-5917ba36bce8,721f4ab7aec35989538bc5dfd186162f236ceda5300f42db99edfff9b34c0574
TEAM AXE,389,emeka-the-driver,emeka the driver,Emeka is a fixture on the bustling streets of Lagos.,Male,hair:black;eyes:none;teeth:none;clothing:print kente;accessory:gold glasses and beret;expression:none;strength:none;weakness:none,dacbbb38-087d-4248-8085-13b619da0ef9,1665753c670383d298680045cb7c99d206ae1715d95a50fa650b073f8ae49ff2
TEAM AXE,389,emeka-the-driver,emeka the driver,Emeka is a fixture on the bustling streets of Lagos.,Male,hair:black;eyes:none;teeth:none;clothing:print kente;accessory:gold glasses and beret;expression:none;strength:none;weakness:none,dacbbb38-087d-4248-8085-13b619da0ef9,1665753c670383d298680045cb7c99d206ae1715d95a50fa650b073f8ae49ff2
TEAM AXE,390,abang-the-wordsmith,abang the wordsmith,Abang is a storyteller and connoisseur of words.,Male,hair:shiny bald;eyes:none;teeth:none;clothing:whitish blue ankara;accessories:none;expression:amused;strength:ironclaw;weakness:wood,94c607b3-791e-40df-bd93-50926f094143,53e8f898ddf46ca27572dda372f5b0937f5632f564f9efda056e46014a95291c
TEAM AXE,390,abang-the-wordsmith,abang the wordsmith,Abang is a storyteller and connoisseur of words.,Male,hair:shiny bald;eyes:none;teeth:none;clothing:whitish blue ankara;accessories:none;expression:amused;strength:ironclaw;weakness:wood,94c607b3-791e-40df-bd93-50926f094143,53e8f898ddf46ca27572dda372f5b0937f5632f564f9efda056e46014a95291c
